IP,HOSTNAME,DATE,TIME
10.41.16.1,rtpulapar01a,05/18/2024,06:40:18
10.41.16.3,MON-10-41-16-3-imp,05/18/2024,06:40:19
10.41.16.5,MON-10-41-16-5-imp,05/18/2024,06:40:19
10.41.16.7,SWPULAPACS01a,05/18/2024,06:40:20
10.41.16.9,sphpuiw0002,05/18/2024,06:40:20
10.41.16.12,MON-10-41-16-12-imp,05/18/2024,06:40:21
10.41.16.15,C119,05/18/2024,06:40:22
10.41.16.17,MON-10-41-16-17-imp,05/18/2024,06:40:22
10.41.16.19,MON-10-41-16-19-imp,05/18/2024,06:40:23
10.41.16.29,qun5454913uds,05/18/2024,06:40:28
10.41.16.39,MON-10-41-16-39-imp,05/18/2024,06:40:32
10.41.16.45,WPHD000016,05/18/2024,06:40:35
10.41.16.47,qun5454926uds,05/18/2024,06:40:35
10.41.16.65,rtpulapar01a-vlan200,05/18/2024,06:40:44
10.41.16.75,SEP74860B713572,05/18/2024,06:40:48
10.41.16.129,rtpulapar01a-vlan300,05/18/2024,06:41:15
10.41.16.131,MON-10-41-16-131-imp,05/18/2024,06:41:15
10.41.16.133,SWPULAPACS03a,05/18/2024,06:41:15
10.41.16.134,SWPULAPACS04a,05/18/2024,06:41:16
10.41.16.135,MON-10-41-16-135-imp,05/18/2024,06:41:16
10.41.16.137,MON-10-41-16-137-imp,05/18/2024,06:41:16
10.41.16.139,MON-10-41-16-139-imp,05/18/2024,06:41:17
10.41.16.141,MON-10-41-16-141-imp,05/18/2024,06:41:18
10.41.16.146,MON-10-41-16-146-imp,05/18/2024,06:41:20
10.41.16.149,MON-10-41-16-149-imp,05/18/2024,06:41:21
