IP,HOSTNAME,DATE,TIME
10.41.12.2,N/A,02/27/2024,13:51:26
10.41.12.7,swgsrapacs01a,02/27/2024,13:51:28
10.41.12.9,swgsrapacs03a-l100,02/27/2024,13:51:29
10.41.12.10,swgsrapacs04a,02/27/2024,13:51:29
10.41.12.11,nphgel1a0001,02/27/2024,13:51:29
10.41.12.14,MON-10-41-12-14-imp,02/27/2024,13:51:30
10.41.12.16,MON-10-41-12-16-imp,02/27/2024,13:51:31
10.41.12.21,MON-10-41-12-21-imp,02/27/2024,13:51:33
10.41.12.31,LWGSRSPT01,02/27/2024,13:51:37
10.41.12.33,lwgsradm03,02/27/2024,13:51:38
10.41.12.42,lwgsradm04,02/27/2024,13:51:42
10.41.12.44,lwgsradm02,02/27/2024,13:51:42
10.41.12.45,lwgsradm01,02/27/2024,13:51:42
10.41.12.79,SEP20370617C01A,02/27/2024,13:51:59
10.41.12.242,cnagel11,02/27/2024,13:53:20
10.41.12.243,cnbgel11,02/27/2024,13:53:20
10.41.12.244,SWGSRAPACS03a-vlan250,02/27/2024,13:53:21
