IP,HOSTNAME,DATE,TIME
10.41.12.7,swgsrapacs01a,07/15/2024,23:28:28
10.41.12.9,swgsrapacs03a-l100,07/15/2024,23:28:28
10.41.12.11,nphgel1a0001,07/15/2024,23:28:29
10.41.12.14,MON-10-41-12-14-imp,07/15/2024,23:28:30
10.41.12.16,MON-10-41-12-16-imp,07/15/2024,23:28:30
10.41.12.21,MON-10-41-12-21-imp,07/15/2024,23:28:32
10.41.12.31,LWGSRSPT01,07/15/2024,23:28:37
10.41.12.33,lwgsradm03,07/15/2024,23:28:37
10.41.12.42,lwgsradm04,07/15/2024,23:28:41
10.41.12.44,lwgsradm02,07/15/2024,23:28:42
10.41.12.57,PC0JXF4G,07/15/2024,23:28:48
10.41.12.68,PC0JXF4J,07/15/2024,23:28:53
10.41.12.79,SEP20370617C01A,07/15/2024,23:28:58
10.41.12.242,cnagel11,07/15/2024,23:30:19
10.41.12.244,SWGSRAPACS03a-vlan250,07/15/2024,23:30:19
