IP,HOSTNAME,DATE,TIME
10.41.12.7,swgsrapacs01a,12/24/2023,13:53:28
10.41.12.8,swgsrapacs02a,12/24/2023,13:53:28
10.41.12.10,swgsrapacs04a,12/24/2023,13:53:29
10.41.12.11,swgsrapacs05a,12/24/2023,13:53:29
10.41.12.14,MON-10-41-12-14-imp,12/24/2023,13:53:30
10.41.12.16,MON-10-41-12-16-imp,12/24/2023,13:53:30
10.41.12.21,MON-10-41-12-21-imp,12/24/2023,13:53:32
10.41.12.31,LWGSRSPT01,12/24/2023,13:53:37
10.41.12.33,lwgsradm03,12/24/2023,13:53:37
10.41.12.42,lwgsradm04,12/24/2023,13:53:41
10.41.12.44,lwgsradm02,12/24/2023,13:53:42
10.41.12.45,lwgsradm01,12/24/2023,13:53:42
10.41.12.79,SEP20370617C01A,12/24/2023,13:53:58
10.41.12.242,N/A,12/24/2023,13:55:19
10.41.12.243,N/A,12/24/2023,13:55:19
